,task_reward,velocity_penalty,position_penalty,acceleration_penalty,velocity_over_limit,position_over_limit,acceleration_over_limit,control_penalty,net_reward,goals_reached
0,0.5448496118400175,0.0,0.0,0.0,0.0,0.0,0.01513671875,0.0,0.5448496118400175,0
0,-0.1530469383348973,0.0,0.0,0.0,0.0,0.0,0.015380859375,0.0,-0.1530469383348973,0
0,0.7215879248373345,0.0,0.0,0.0,0.0,0.0,0.01458740234375,0.0,0.7215879248373345,0
0,0.6384210770809805,0.0,0.0,0.0,0.0,0.00115966796875,0.014801025390625,0.0,0.6384210770809805,0
0,0.07219958602158544,0.0,0.0,0.0,0.0,0.0,0.01416015625,0.0,0.07219958602158544,0
0,1.6983121367554819,0.0,0.0,0.0,0.0,0.02001953125,0.0146484375,0.0,1.6983121367554819,0
0,1.7847677073096433,0.0,0.0,0.0,0.0,0.061614990234375,0.015655517578125,0.0,1.7847677073096433,0
0,0.842323749143058,0.0,0.0,0.0,0.0,0.08599853515625,0.035797119140625,0.0,0.842323749143058,0
0,1.4087647826020622,0.0,0.0,0.0,0.0,0.1485595703125,0.072021484375,0.0,1.4087647826020622,0
0,2.3950490099186394,0.0,0.0,0.0,0.0,0.0841064453125,0.04638671875,0.0,2.3950490099186394,0
0,2.3996409454103054,0.0,0.0,0.0,0.0,0.1656494140625,0.044891357421875,0.0,2.3996409454103054,0
0,3.1299674639712816,0.0,0.0,0.0,0.0,0.038055419921875,0.054534912109375,0.0,3.1299674639712816,0
0,3.4679983829455736,0.0,0.0,0.0,0.0,0.100982666015625,0.03326416015625,0.0,3.4679983829455736,0
0,2.9925111882987188,0.0,0.0,0.0,0.0,0.24066162109375,0.11468505859375,0.0,2.9925111882987188,0
0,3.1815425919864913,0.0,0.0,0.0,0.0,0.2152099609375,0.08447265625,0.0,3.1815425919864913,0
0,4.46444234479568,0.0,0.0,0.0,0.0,0.001861572265625,0.02105712890625,0.0,4.46444234479568,8
