,task_reward,velocity_penalty,position_penalty,acceleration_penalty,velocity_over_limit,position_over_limit,acceleration_over_limit,control_penalty,goal_reached,net_reward
0,2.7716850761888554,-0.2662150052689357,-0.012894990961211626,-2.189485228783905,0.000579833984375,0.00103759765625,1.509185791015625,-2.468595225014052,False,0.3030898511748035
0,2.8907144131397153,-0.26518397676197614,-0.007328542778880041,-2.2027642757350154,0.00042724609375,0.0,1.52520751953125,-2.4752767952758714,False,0.4154376178638438
0,2.9538535217672677,-0.2635322532316236,-0.008032534858086277,-2.1406392746164737,0.000396728515625,0.0,1.469879150390625,-2.4122040627061834,False,0.5416494590610843
0,2.8147198814463605,-0.2669993176629435,-0.030048144507320823,-2.0727252256655317,0.0006103515625,0.00811767578125,1.428253173828125,-2.3697726878357965,False,0.44494719361056445
0,3.044799038071552,-0.2640713678322711,-0.018404962482886287,-2.0190235681474453,0.000640869140625,0.002838134765625,1.383209228515625,-2.3014998984626023,False,0.7432991396089496
0,3.318242195183098,-0.26208979115597053,-0.04756979536033043,-1.9734694146656069,0.0003662109375,0.0111083984375,1.336517333984375,-2.283129001181908,False,1.03511319400119
0,3.396843691286363,-0.2620739457138809,-0.038920319879700356,-1.865176389208348,0.00054931640625,0.008514404296875,1.249664306640625,-2.1661706548019293,False,1.2306730364844336
0,3.5094234854251614,-0.2601465744877827,-0.022549244613661493,-1.7437459192704228,0.00048828125,0.00238037109375,1.145294189453125,-2.026441738371867,False,1.4829817470532942
0,3.4338760160436657,-0.25873794128198724,-0.019285159694815673,-1.632395413963385,0.000152587890625,0.004974365234375,1.04168701171875,-1.9104185149401878,False,1.5234575011034777
0,3.5004010401916075,-0.25864794076645536,-0.007719267108815388,-1.4549696019300327,9.1552734375e-05,0.0,0.88470458984375,-1.7213368098053037,False,1.7790642303863042
0,3.5156260377291364,-0.2582361178375171,-0.007357042226990975,-1.4033057498272359,0.000152587890625,0.0,0.83990478515625,-1.668898909891744,False,1.8467271278373922
0,3.573837787249405,-0.2546172824304388,-0.007000000000000003,-1.3375449592825626,3.0517578125e-05,0.0,0.7841796875,-1.5991622417130014,False,1.9746755455364031
0,3.698645672055329,-0.2532022425109995,-0.007000000000000003,-1.333985300877667,0.0,0.0,0.78216552734375,-1.5941875433886663,False,2.1044581286666624
0,3.7406506252549017,-0.2520525170022051,-0.007165908762765552,-1.2546595015144282,3.0517578125e-05,0.0,0.719268798828125,-1.5138779272793987,False,2.226772697975503
0,3.7545317775510223,-0.2475832912701097,-0.007000000000000003,-1.1543861698830002,9.1552734375e-05,0.0,0.63616943359375,-1.4089694611531096,False,2.3455623163979125
0,3.821915020494905,-0.248155933100986,-0.007000000000000642,-1.1391935684871135,0.0,0.0,0.63177490234375,-1.3943495015881002,False,2.4275655189068046
0,3.897088179345433,-0.244193604586313,-0.007000000000000003,-1.124027034660169,0.0,0.0,0.62664794921875,-1.3752206392464819,False,2.5218675400989503
0,3.887344317523585,-0.24173956428230303,-0.007000205436327315,-1.0281632141891959,0.0,0.0,0.554779052734375,-1.276902983907826,False,2.610441333615759
0,3.973709997653077,-0.23802040918737294,-0.007000000000000003,-1.0389959765711634,0.0,0.0,0.565582275390625,-1.2840163857585363,False,2.689693611894541
0,3.945428996975931,-0.23430854024586398,-0.007000000000000003,-0.94604451103631,0.0,0.0,0.493865966796875,-1.187353051282174,False,2.7580759456937565
0,3.9737328238200442,-0.231889564130361,-0.007000000000000003,-0.913584637826919,0.0,0.0,0.473114013671875,-1.1524742019572798,False,2.821258621862764
0,3.9543885703697645,-0.22986337555496858,-0.007000000000000003,-0.8549056430081079,0.0,0.0,0.432281494140625,-1.0917690185630764,False,2.862619551806688
0,3.9547924259350116,-0.22744372130005233,-0.007000000000000003,-0.8211765617135502,0.0,0.0,0.4068603515625,-1.0556202830136023,False,2.899172142921409
0,3.9857242255489886,-0.22145707598580816,-0.007000000000000003,-0.7869637878981741,0.0,0.0,0.387908935546875,-1.0154208638839823,False,2.9703033616650067
0,4.058044402444711,-0.21876791600146286,-0.007000000000000003,-0.7675345896375856,0.0,0.0,0.37652587890625,-0.9933025056390485,False,3.0647418968056632
0,4.1128893869852075,-0.21458094378322923,-0.007000000000000003,-0.749218373231923,0.0,0.0,0.369384765625,-0.970799317015152,False,3.142090069970055
0,4.141808972518476,-0.21019283762317784,-0.007000000000000003,-0.7163799093982006,0.0,0.0,0.34637451171875,-0.9335727470213784,False,3.208236225497098
0,4.193096776258294,-0.20682395620965005,-0.007000000000000003,-0.7084111565908864,0.0,0.0,0.345428466796875,-0.9222351128005364,False,3.270861663457757
0,4.240675311459183,-0.20341988272402048,-0.007000000000000003,-0.6953979140736758,0.0,0.0,0.33892822265625,-0.9058177967976964,False,3.3348575146614863
0,4.252728031034985,-0.20087864761723784,-0.007000000000000003,-0.6573039329728446,0.0,0.0,0.3037109375,-0.8651825805900826,False,3.3875454504449016
0,4.306098532354379,-0.19578846506483813,-0.007000000000000003,-0.638415182868824,0.0,0.0,0.299285888671875,-0.8412036479336622,False,3.4648948844207164
0,4.266323461224438,-0.19652295272497994,-0.007000000000000003,-0.5921987584847854,0.0,0.0,0.259185791015625,-0.7957217112097654,False,3.470601750014672
0,4.379781781559494,-0.18751732713516012,-0.007000000000000003,-0.5875613238131236,0.0,0.0,0.26666259765625,-0.7820786509482838,False,3.59770313061121
0,4.379960797268895,-0.18595802529874494,-0.007000000000000003,-0.5604832821353896,0.0,0.0,0.248565673828125,-0.7534413074341345,False,3.626519489834761
0,4.386011407261819,-0.1814711940016226,-0.007000000000000003,-0.5113937758222921,0.0,0.0,0.210693359375,-0.6998649698239147,False,3.6861464374379036
0,4.3653503070302815,-0.17869544430007378,-0.007000000000000003,-0.4656224148975096,0.0,0.0,0.173919677734375,-0.6513178591975834,False,3.714032447832697
0,4.378100564378418,-0.17604043723832646,-0.007000000000000003,-0.442079306649837,0.0,0.0,0.159332275390625,-0.6251197438881635,False,3.7529808204902544
0,4.395868436813609,-0.17250838042076572,-0.007000000000000003,-0.3982185227414148,0.0,0.0,0.12939453125,-0.5777269031621804,False,3.8181415336514286
0,4.412526721219668,-0.16928811671251998,-0.007000000000000003,-0.3732754089330342,0.0,0.0,0.115997314453125,-0.5495635256455542,False,3.8629631955741135
0,4.428355139033901,-0.16485935613448055,-0.007000000000000003,-0.35806482583128324,0.0,0.0,0.109130859375,-0.5299241819657639,False,3.898430957068137
0,4.475564653411224,-0.16102756981710095,-0.007000000000000003,-0.35914211492185566,0.0,0.0,0.11724853515625,-0.5271696847389566,False,3.9483949686722677
0,4.464472446740833,-0.1574381979620773,-0.007000000000000003,-0.34188341087784835,0.0,0.0,0.111083984375,-0.5063216088399256,False,3.9581508379009076
