,task_reward,velocity_penalty,position_penalty,acceleration_penalty,velocity_over_limit,position_over_limit,acceleration_over_limit,control_penalty,net_reward
0,-0.5155707481499825,-0.007119122245766166,-0.007000000000000003,-0.021737799015028203,0.0,0.0,0.0025634765625,-0.03585692126079437,-0.5514276694107768
0,-0.526707043326675,-0.007112848211291711,-0.007000000000000003,-0.020295461090855584,0.0,0.0,0.00213623046875,-0.03440830930214729,-0.5611153526288222
0,-0.526565599179912,-0.007106739873381374,-0.007000000000000003,-0.019921388443426103,0.0,0.0,0.001953125,-0.034028128316807474,-0.5605937274967194
0,-0.5673821107603727,-0.007101780174553266,-0.007000000000000003,-0.019487665427365308,0.0,0.0,0.001953125,-0.03358944560191857,-0.6009715563622913
0,-0.5215159463313368,-0.007097781807235694,-0.007000000000000003,-0.018965505321034512,0.0,0.0,0.002044677734375,-0.03306328712827021,-0.5545792334596069
0,-0.501112134265719,-0.007093150038563879,-0.007000000000000003,-0.0184838464166183,0.0,0.0,0.0020751953125,-0.03257699645518218,-0.5336891307209011
0,-0.5240667136983213,-0.007087996900326358,-0.007000000000000003,-0.01802478465715451,0.0,0.0,0.001983642578125,-0.03211278155748087,-0.5561794952558022
0,-0.5242149164782679,-0.007083124929188244,-0.007000000000000003,-0.01765444442271465,0.0,0.0,0.0018310546875,-0.03173756935190289,-0.5559524858301708
0,-0.5484782363442167,-0.007078292042266092,-0.007000000000000003,-0.01723193152655588,0.0,0.0,0.001922607421875,-0.031310223568821974,-0.5797884599130386
0,-0.5489517595974397,-0.007074006816918159,-0.007000000000000003,-0.01671661366560737,0.0,0.0,0.002044677734375,-0.030790620482525524,-0.5797423800799653
0,-0.5487769155102509,-0.007069071094816076,-0.007000000000000003,-0.017489948645256666,0.0,0.0,0.00244140625,-0.03155901974007275,-0.5803359352503236
0,-0.52447768560628,-0.007066240531350532,-0.007000000000000003,-0.016176660802466727,0.0,0.0,0.00189208984375,-0.030242901333817254,-0.5547205869400973
0,-0.5224260875779445,-0.007062380222278053,-0.007000000000000003,-0.015895460234795895,0.0,0.0,0.002044677734375,-0.029957840457073944,-0.5523839280350185
0,-0.5434626139664436,-0.007059297701166056,-0.007000000000000003,-0.015581632663690035,0.0,0.0,0.00201416015625,-0.029640930364856093,-0.5731035443312997
0,-0.5199786341393912,-0.0070576756425325335,-0.007000000000000003,-0.015682014573125,0.0,0.0,0.00213623046875,-0.029739690215657533,-0.5497183243550487
0,-0.5046110948346548,-0.007055317825514524,-0.007000000000000003,-0.01529056007611292,0.0,0.0,0.001953125,-0.029345877901627446,-0.5339569727362822
0,-0.5230926906795383,-0.00705345513082199,-0.007000000000000003,-0.014990516406419541,0.0,0.0,0.00213623046875,-0.029043971537241527,-0.5521366622167799
0,-0.5449983203290869,-0.0070498036899927724,-0.007000000000000003,-0.015056620577461361,0.0,0.0,0.0020751953125,-0.029106424267454134,-0.574104744596541
0,-0.5016681855625849,-0.007047720309716426,-0.007000000000000003,-0.014791847403544797,0.0,0.0,0.001953125,-0.02883956771326122,-0.5305077532758462
0,-0.5112359611202412,-0.007045535982901172,-0.007000000000000003,-0.014697117426961313,0.0,0.0,0.002044677734375,-0.028742653409862484,-0.5399786145301037
0,-0.5202784531411033,-0.007045206476274879,-0.007000000000000003,-0.014301017648721659,0.0,0.0,0.001953125,-0.028346224124996537,-0.5486246772660999
0,-0.49659056210996,-0.007043444611623055,-0.007000000000000003,-0.015181671769290948,0.0,0.0,0.00244140625,-0.029225116380914004,-0.5258156784908741
0,-0.5346835165924336,-0.007040794720878955,-0.007000000000000003,-0.014038942307412962,0.0,0.0,0.001953125,-0.028079737028291918,-0.5627632536207254
0,-0.5289208298745416,-0.0070396979828409156,-0.007000000000000003,-0.013721229537893617,0.0,0.0,0.001922607421875,-0.02776092752073453,-0.556681757395276
0,-0.5309372778832633,-0.007038878341014569,-0.007000000000000003,-0.01396834675519503,0.0,0.0,0.002105712890625,-0.0280072250962096,-0.5589445029794728
0,-0.5479617159307062,-0.007037582195593419,-0.007000000000000003,-0.013927623785607638,0.0,0.0,0.00189208984375,-0.027965205981201058,-0.5759269219119072
0,-0.550084349335668,-0.007036805057300102,-0.007000000000000003,-0.013665916979389337,0.0,0.0,0.002044677734375,-0.027702722036689435,-0.5777870713723574
0,-0.5457682271656352,-0.007035902144024342,-0.007000000000000003,-0.013492311519369221,0.0,0.0,0.00201416015625,-0.027528213663393565,-0.5732964408290288
0,-0.5121292142165426,-0.007034199044814096,-0.007000000000000003,-0.013274779963785475,0.0,0.0,0.001953125,-0.02730897900859957,-0.5394381932251421
0,-0.5618462258216803,-0.007032192423361976,-0.007000000000000003,-0.013226666276183182,0.0,0.0,0.00189208984375,-0.02725885869954516,-0.5891050845212255
0,-0.5393636443574239,-0.0070308437639199795,-0.007000000000000003,-0.013054517196416936,0.0,0.0,0.001953125,-0.027085360960336917,-0.5664490053177609
0,-0.559550523853496,-0.00703041025128227,-0.007000000000000003,-0.013967057470794894,0.0,0.0,0.002471923828125,-0.027997467722077167,-0.5875479915755731
0,-0.5035524123431697,-0.007029157757805535,-0.007000000000000003,-0.013276964103501935,0.0,0.0,0.002044677734375,-0.027306121861307472,-0.5308585342044772
0,-0.5237878857316562,-0.007029269516750869,-0.007000000000000003,-0.013049978216089934,0.0,0.0,0.002105712890625,-0.027079247732840803,-0.5508671334644971
0,-0.5011559648673556,-0.007028640068170723,-0.007000000000000003,-0.013158277224801026,0.0,0.0,0.001983642578125,-0.02718691729297175,-0.5283428821603273
0,-0.533405106167316,-0.007028522249014624,-0.007000000000000003,-0.012975526517600883,0.0,0.0,0.00201416015625,-0.027004048766615506,-0.5604091549339313
0,-0.5185470188443122,-0.007026101560107085,-0.007000000000000003,-0.012652604459829964,0.0,0.0,0.001983642578125,-0.02667870601993705,-0.5452257248642493
0,-0.5519345795018634,-0.00702607484795919,-0.007000000000000003,-0.012678927288235484,0.0,0.0,0.001983642578125,-0.026705002136194672,-0.5786395816380581
0,-0.5083513249422719,-0.007024442202414541,-0.007000000000000003,-0.012645222997753789,0.0,0.0,0.00189208984375,-0.02666966520016833,-0.5350209901424401
0,-0.5489819160158409,-0.007023964940413566,-0.007000000000000003,-0.012382083360456396,0.0,0.0,0.001983642578125,-0.026406048300869962,-0.5753879643167109
0,-0.5117259447203557,-0.0070231186489442135,-0.007000000000000003,-0.012472315660783627,0.0,0.0,0.0018310546875,-0.026495434309727842,-0.5382213790300835
0,-0.5239725480858921,-0.00702198385614038,-0.007000000000000003,-0.012324289774961741,0.0,0.0,0.00201416015625,-0.02634627363110212,-0.5503188217169941
0,-0.5235223170023211,-0.007021779295323576,-0.007000000000000003,-0.013102779723029168,0.0,0.0,0.00238037109375,-0.027124559018352742,-0.5506468760206737
0,-0.5378010785416916,-0.007020875064080045,-0.007000000000000003,-0.012186954522244938,0.0,0.0,0.00201416015625,-0.026207829586324984,-0.5640089081280164
0,-0.5201899141830897,-0.007020895722068663,-0.007000000000000003,-0.012398175508965348,0.0,0.0,0.002044677734375,-0.026419071231034007,-0.5466089854141236
0,-0.5377254192379939,-0.007020224415085333,-0.007000000000000003,-0.01239197064346934,0.0,0.0,0.00201416015625,-0.026412195058554674,-0.5641376142965486
0,-0.5188293118014367,-0.007020304244044759,-0.007000000000000003,-0.012097170004638379,0.0,0.0,0.001953125,-0.026117474248683138,-0.5449467860501197
0,-0.5067315468151967,-0.007019645907333283,-0.007000000000000003,-0.012258767495640095,0.0,0.0,0.001861572265625,-0.026278413402973374,-0.5330099602181702
0,-0.526621223477746,-0.007019702776571178,-0.007000000000000003,-0.012182138412356358,0.0,0.0,0.001922607421875,-0.026201841188927537,-0.5528230646666734
0,-0.5348350573709477,-0.007019231829147623,-0.007000000000000003,-0.012251438957527859,0.0,0.0,0.001922607421875,-0.026270670786675485,-0.561105728157623
0,-0.5069805856382643,-0.007018745353014618,-0.007000000000000003,-0.012013345811040056,0.0,0.0,0.0020751953125,-0.026032091164054673,-0.533012676802319
0,-0.5335754802279759,-0.00701894903645581,-0.007000000000000003,-0.012030061638348796,0.0,0.0,0.00201416015625,-0.026049010674804605,-0.5596244909027805
0,-0.5105879124944535,-0.007018794145711221,-0.007000000000000003,-0.012902730318399587,0.0,0.0,0.002471923828125,-0.026921524464110808,-0.5375094369585642
0,-0.5477518127260315,-0.007018847043640118,-0.007000000000000003,-0.011987441093516371,0.0,0.0,0.00201416015625,-0.02600628813715649,-0.573758100863188
0,-0.5205155625641205,-0.007018704614378692,-0.007000000000000003,-0.011980208681355973,0.0,0.0,0.0020751953125,-0.025998913295734664,-0.546514475859855
0,-0.5348056336686164,-0.00701943395530418,-0.007000000000000003,-0.012216769971935553,0.0,0.0,0.001953125,-0.026236203927239733,-0.5610418375958562
0,-0.552363048205917,-0.007018292936053487,-0.007000000000000003,-0.012089784911066588,0.0,0.0,0.002044677734375,-0.026108077847120076,-0.578471126053037
0,-0.5705569118933955,-0.007017810205012504,-0.007000000000000003,-0.01200809526660204,0.0,0.0,0.001953125,-0.026025905471614545,-0.5965828173650101
0,-0.5440569601119382,-0.007017606392947531,-0.007000000000000003,-0.011824720265355283,0.0,0.0,0.001953125,-0.025842326658302814,-0.5698992867702409
0,-0.5113879870026783,-0.007017560292994418,-0.007000000000000003,-0.012187339468261272,0.0,0.0,0.00189208984375,-0.026204899761255687,-0.537592886763934
0,-0.49852189505970024,-0.007017016805173513,-0.007000000000000003,-0.011853723050717024,0.0,0.0,0.002044677734375,-0.025870739855890536,-0.5243926349155908
0,-0.5315562107436732,-0.007016887145625175,-0.007000000000000003,-0.0118864915501779,0.0,0.0,0.0020751953125,-0.02590337869580308,-0.5574595894394763
0,-0.5241212828460239,-0.007016963717041698,-0.007000000000000003,-0.012602304377831244,0.0,0.0,0.00244140625,-0.02661926809487294,-0.5507405509408968
0,-0.5224128913635319,-0.007017196269315423,-0.007000000000000003,-0.01196833083751122,0.0,0.0,0.001983642578125,-0.025985527106826646,-0.5483984184703585
0,-0.5143407540865478,-0.007017167518375579,-0.007000000000000003,-0.011668883521491254,0.0,0.0,0.001983642578125,-0.025686051039866833,-0.5400268051264145
0,-0.5453359591752267,-0.007016718290665549,-0.007000000000000003,-0.011807952910522753,0.0,0.0,0.001953125,-0.025824671201188303,-0.571160630376415
0,-0.5296628784767855,-0.007016420980541162,-0.007000000000000003,-0.011786734682089649,0.0,0.0,0.001983642578125,-0.025803155662630813,-0.5554660341394163
0,-0.5402675411195597,-0.007015396054915569,-0.007000000000000003,-0.011662879795425643,0.0,0.0,0.00213623046875,-0.025678275850341215,-0.5659458169699009
0,-0.5065121720530237,-0.007015224239074021,-0.007000000000000003,-0.011701001821656825,0.0,0.0,0.001922607421875,-0.025716226060730846,-0.5322283981137546
0,-0.49791950898462667,-0.007014806918112671,-0.007000000000000003,-0.011353185210547706,0.0,0.0,0.001953125,-0.025367992128660376,-0.523287501113287
0,-0.5347716840719978,-0.007014839880921818,-0.007000000000000003,-0.011733243493343037,0.0,0.0,0.001983642578125,-0.025748083374264857,-0.5605197674462628
0,-0.5044806527709167,-0.007014485254641123,-0.007000000000000003,-0.011779142849275157,0.0,0.0,0.001983642578125,-0.02579362810391628,-0.530274280874833
0,-0.5059807675196979,-0.007014083580611525,-0.007000000000000003,-0.011666891874950423,0.0,0.0,0.002044677734375,-0.025680975455561948,-0.5316617429752598
0,-0.507358193470278,-0.007013996520377978,-0.007000000000000003,-0.012642880320618402,0.0,0.0,0.002471923828125,-0.02665687684099638,-0.5340150703112743
0,-0.5053070707285552,-0.0070132460244453805,-0.007000000000000003,-0.011870703978461003,0.0,0.0,0.001922607421875,-0.02588395000290638,-0.5311910207314617
0,-0.5227822637170139,-0.007013180219507071,-0.007000000000000003,-0.011621458352580593,0.0,0.0,0.001953125,-0.025634638572087663,-0.5484169022891014
0,-0.5393364523318032,-0.007013933215179577,-0.007000000000000003,-0.011661281697947857,0.0,0.0,0.001983642578125,-0.02567521491312743,-0.5650116672449306
0,-0.5259458413165935,-0.007014379790004977,-0.007000000000000003,-0.011635255436651011,0.0,0.0,0.001953125,-0.025649635226655986,-0.5515954765432495
0,-0.5096151063389645,-0.007013952765878835,-0.007000000000000003,-0.011586645987109626,0.0,0.0,0.002044677734375,-0.02560059875298846,-0.5352157050919529
0,-0.5293381126672418,-0.007013219319747573,-0.007000000000000003,-0.011687821702905936,0.0,0.0,0.002044677734375,-0.025701041022653505,-0.5550391536898955
0,-0.541958271961408,-0.007014059162743594,-0.007000000000000003,-0.011830579588665242,0.0,0.0,0.00201416015625,-0.025844638751408834,-0.5678029107128169
0,-0.5094467247434373,-0.007013656267192092,-0.007000000000000003,-0.011714936165206389,0.0,0.0,0.001983642578125,-0.02572859243239848,-0.5351753171758359
0,-0.5562861773303646,-0.007013490787455781,-0.007000000000000003,-0.011640367506493714,0.0,0.0,0.001953125,-0.025653858293949495,-0.5819400356243141
0,-0.526972964633281,-0.007012606042569471,-0.007000000000000003,-0.012563260272360027,0.0,0.0,0.00238037109375,-0.026575866314929496,-0.5535488309482106
0,-0.5411031227087189,-0.00701261945001729,-0.007000000000000003,-0.011518637850625894,0.0,0.0,0.001983642578125,-0.025531257300643182,-0.5666343800093621
0,-0.5422276710760319,-0.007012406418713067,-0.007000000000000003,-0.011536301698868257,0.0,0.0,0.002044677734375,-0.025548708117581326,-0.5677763791936132
0,-0.5427344632632749,-0.007012349429049525,-0.007000000000000003,-0.011375703362248685,0.0,0.0,0.002044677734375,-0.02538805279129821,-0.5681225160545732
0,-0.570209170634057,-0.007012261849769671,-0.007000000000000003,-0.011520522303230056,0.0,0.0,0.00201416015625,-0.025532784152999727,-0.5957419547870566
0,-0.5218361683143303,-0.007012754018101143,-0.007000000000000003,-0.011606636932357747,0.0,0.0,0.00201416015625,-0.02561939095045889,-0.5474555592647892
0,-0.525597402467954,-0.0070125480909807875,-0.007000000000000003,-0.011494049813545537,0.0,0.0,0.001922607421875,-0.025506597904526324,-0.5511040003724802
0,-0.530867597805788,-0.007012646975584933,-0.007000000000000003,-0.01154833839677518,0.0,0.0,0.001922607421875,-0.02556098537236011,-0.5564285831781481
0,-0.547370990553357,-0.0070126383883810746,-0.007000000000000003,-0.01159568829475052,0.0,0.0,0.001983642578125,-0.025608326683131594,-0.5729793172364886
0,-0.5268776907202295,-0.007012681998517666,-0.007000000000000003,-0.011522695886945992,0.0,0.0,0.001953125,-0.02553537788546366,-0.5524130686056932
0,-0.5357759322208274,-0.007012851685896655,-0.007000000000000003,-0.011302917221499875,0.0,0.0,0.00201416015625,-0.025315768907396535,-0.5610917011282239
0,-0.5387744174669673,-0.007012583741747888,-0.007000000000000003,-0.012268856113840827,0.0,0.0,0.002410888671875,-0.026281439855588715,-0.5650558573225561
0,-0.5279139813555438,-0.0070121886866224975,-0.007000000000000003,-0.01163414447906986,0.0,0.0,0.00201416015625,-0.025646333165692356,-0.5535603145212361
0,-0.5393664079935879,-0.0070118514588947195,-0.007000000000000003,-0.011623173343714124,0.0,0.0,0.001922607421875,-0.025635024802608843,-0.5650014327961967
0,-0.5364411007302982,-0.0070119953566204285,-0.007000000000000003,-0.011556508777041686,0.0,0.0,0.0020751953125,-0.025568504133662115,-0.5620096048639602
0,-0.5525981761220082,-0.007011336860876348,-0.007000000000000003,-0.01133977103351704,0.0,0.0,0.001983642578125,-0.025351107894393387,-0.5779492840164016
0,-0.5319818086834323,-0.00701120572141244,-0.007000000000000003,-0.011646384866149566,0.0,0.0,0.00201416015625,-0.025657590587562007,-0.5576393992709943
0,-0.5291184565378364,-0.007011532976333829,-0.007000000000000003,-0.011759352290912696,0.0,0.0,0.002044677734375,-0.025770885267246524,-0.5548893418050829
0,-0.4900718700592429,-0.007011465312532654,-0.007000000000000003,-0.011379513948908328,0.0,0.0,0.0020751953125,-0.02539097926144098,-0.5154628493206839
0,-0.5120415998250031,-0.007011289321554717,-0.007000000000000003,-0.01127397751879922,0.0,0.0,0.001983642578125,-0.025285266840353936,-0.537326866665357
0,-0.5348342865093928,-0.007011427839922986,-0.007000000000000003,-0.011397039272071453,0.0,0.0,0.0020751953125,-0.02540846711199444,-0.5602427536213872
0,-0.5268882482002519,-0.007011333630732365,-0.007000000000000003,-0.012347686495184945,0.0,0.0,0.002532958984375,-0.026359020125917308,-0.5532472683261691
0,-0.4993371536910529,-0.007011379169061823,-0.007000000000000003,-0.01136975711040392,0.0,0.0,0.002166748046875,-0.02538113627946574,-0.5247182899705187
0,-0.5160712796743527,-0.007011174120550849,-0.007000000000000003,-0.011489271917759957,0.0,0.0,0.00189208984375,-0.02550044603831081,-0.5415717257126635
0,-0.5397059653983902,-0.007010621445817182,-0.007000000000000003,-0.011324066274832368,0.0,0.0,0.001922607421875,-0.02533468772064955,-0.5650406531190398
0,-0.5292469042415794,-0.0070109102791944804,-0.007000000000000003,-0.011404462662630364,0.0,0.0,0.002044677734375,-0.025415372941824846,-0.5546622771834042
0,-0.543905741266649,-0.0070109971203626085,-0.007000000000000003,-0.011284242321834895,0.0,0.0,0.0020751953125,-0.025295239442197505,-0.5692009807088465
0,-0.5278015873577763,-0.007011425249680727,-0.007000000000000003,-0.01143251488843782,0.0,0.0,0.00201416015625,-0.02544394013811855,-0.5532455274958948
0,-0.5348085002623268,-0.007011954583947035,-0.007000000000000003,-0.01156853457482226,0.0,0.0,0.00201416015625,-0.025580489158769294,-0.560388989421096
0,-0.530678767803775,-0.007011688758097474,-0.007000000000000003,-0.011544964919189767,0.0,0.0,0.001922607421875,-0.025556653677287242,-0.5562354214810623
0,-0.5158166209140351,-0.007011617165056541,-0.007000000000000003,-0.011544283681696871,0.0,0.0,0.001922607421875,-0.02555590084675341,-0.5413725217607885
0,-0.5337944902931753,-0.007011848541725468,-0.007000000000000003,-0.01138825557862488,0.0,0.0,0.001953125,-0.025400104120350347,-0.5591945944135257
0,-0.5209039845407466,-0.007011579273572715,-0.007000000000000003,-0.012378719922149312,0.0,0.0,0.002532958984375,-0.026390299195722024,-0.5472942837364685
