,task_reward,velocity_penalty,position_penalty,acceleration_penalty,velocity_over_limit,position_over_limit,acceleration_over_limit,control_penalty,net_reward
0,-0.5440238000009451,-0.007011490332836599,-0.007000000000000003,-0.011464754279593706,0.0,0.0,0.001983642578125,-0.025476244612430306,-0.5695000446133753
0,-0.5399450783242933,-0.007011314270248797,-0.007000000000000003,-0.011531776332724435,0.0,0.0,0.002044677734375,-0.02554309060297323,-0.5654881689272664
0,-0.5503828524185762,-0.007010760748133489,-0.007000000000000003,-0.011440152478463389,0.0,0.0,0.001922607421875,-0.02545091322659688,-0.5758337656451731
0,-0.5299661788437212,-0.007010939734177701,-0.007000000000000003,-0.011398966726287802,0.0,0.0,0.001983642578125,-0.025409906460465502,-0.5553760853041868
0,-0.5009064100112944,-0.0070109390206820575,-0.007000000000000003,-0.011391513846730214,0.0,0.0,0.001983642578125,-0.025402452867412273,-0.5263088628787066
0,-0.5459522781030072,-0.007011132596118549,-0.007000000000000003,-0.011520823477748014,0.0,0.0,0.00201416015625,-0.02553195607386656,-0.5714842341768738
0,-0.538412843705129,-0.0070110144637054615,-0.007000000000000003,-0.011232691138019148,0.0,0.0,0.001922607421875,-0.02524370560172461,-0.5636565493068537
0,-0.5086204293366452,-0.007011224445824026,-0.007000000000000003,-0.011351328595232699,0.0,0.0,0.00189208984375,-0.025362553041056723,-0.5339829823777019
0,-0.5435611942909059,-0.007011158448090777,-0.007000000000000003,-0.01129435653400297,0.0,0.0,0.00201416015625,-0.025305514982093748,-0.5688667092729995
0,-0.5325611039639184,-0.007011596010631089,-0.007000000000000003,-0.012334583616265186,0.0,0.0,0.002349853515625,-0.026346179626896275,-0.5589072835908149
0,-0.5233766414029544,-0.007011483326822949,-0.007000000000000003,-0.011424840531179705,0.0,0.0,0.001953125,-0.025436323858002652,-0.548812965260957
0,-0.5263468957952098,-0.007010776647653811,-0.007000000000000003,-0.011358657227352142,0.0,0.0,0.0018310546875,-0.025369433875005953,-0.5517163296702158
0,-0.5470248987439275,-0.007010424796152171,-0.007000000000000003,-0.011324633294484604,0.0,0.0,0.001983642578125,-0.025335058090636773,-0.5723599568345643
0,-0.5040414002321445,-0.007010205843411308,-0.007000000000000003,-0.011462404458071566,0.0,0.0,0.00201416015625,-0.02547261030148287,-0.5295140105336273
0,-0.5307835210320753,-0.007010195754254348,-0.007000000000000003,-0.011377135656925864,0.0,0.0,0.001983642578125,-0.02538733141118021,-0.5561708524432555
0,-0.5324430044442757,-0.007010390746547418,-0.007000000000000003,-0.011191789104684704,0.0,0.0,0.001983642578125,-0.025202179851232125,-0.5576451842955079
0,-0.48710810230605617,-0.007010018032048914,-0.007000000000000003,-0.011112529792839582,0.0,0.0,0.001983642578125,-0.0251225478248885,-0.5122306501309447
0,-0.5175448797226708,-0.007009750084059922,-0.007000000000000003,-0.01121960253271041,0.0,0.0,0.00201416015625,-0.025229352616770333,-0.5427742323394411
0,-0.5104558968401245,-0.007009364673423165,-0.007000000000000003,-0.011488760677618965,0.0,0.0,0.001739501953125,-0.025498125351042133,-0.5359540221911665
0,-0.5321710258606197,-0.007009198260913349,-0.007000000000000003,-0.012117246199741439,0.0,0.0,0.00244140625,-0.026126444460654787,-0.5582974703212745
0,-0.5125828712793639,-0.007008965087998366,-0.007000000000000003,-0.01122324289649925,0.0,0.0,0.001922607421875,-0.02523220798449762,-0.5378150792638615
0,-0.5497308858479915,-0.007009232769723249,-0.007000000000000003,-0.011371146768142071,0.0,0.0,0.001983642578125,-0.025380379537865323,-0.5751112653858567
0,-0.5329185380676484,-0.007008996790903461,-0.007000000000000003,-0.011607893185431158,0.0,0.0,0.00189208984375,-0.025616889976334618,-0.5585354280439829
0,-0.5006908303236278,-0.007008861842329338,-0.007000000000000003,-0.0114641866030608,0.0,0.0,0.00201416015625,-0.025473048445390136,-0.5261638787690178
0,-0.5038283038711673,-0.007008871413167601,-0.007000000000000003,-0.011414801648932233,0.0,0.0,0.001953125,-0.025423673062099833,-0.529251976933267
0,-0.5147265094885825,-0.007008632234624989,-0.007000000000000003,-0.011199196653416319,0.0,0.0,0.001953125,-0.02520782888804131,-0.5399343383766237
0,-0.562716757013892,-0.007008725655419229,-0.007000000000000003,-0.011303912502518245,0.0,0.0,0.002044677734375,-0.025312638157937474,-0.5880293951718294
0,-0.542261438989782,-0.007009031221013361,-0.007000000000000003,-0.01139741083704951,0.0,0.0,0.0020751953125,-0.025406442058062875,-0.5676678810478447
0,-0.5474454719454991,-0.007009600877800049,-0.007000000000000003,-0.011351261511828303,0.0,0.0,0.001983642578125,-0.025360862389628352,-0.5728063343351275
0,-0.5348821913479254,-0.00700989849472551,-0.007000000000000003,-0.01133287992646366,0.0,0.0,0.00201416015625,-0.02534277842118917,-0.5602249697691146
0,-0.5358594911707818,-0.007009720173883808,-0.007000000000000003,-0.012286244706401266,0.0,0.0,0.00244140625,-0.026295964880285076,-0.5621554560510669
0,-0.5498601303235375,-0.007009749912525364,-0.007000000000000003,-0.011331690915061811,0.0,0.0,0.001953125,-0.025341440827587172,-0.5752015711511247
0,-0.5280356575568305,-0.007009839725087941,-0.007000000000000003,-0.011567727930467515,0.0,0.0,0.001922607421875,-0.02557756765555546,-0.553613225212386
0,-0.5380219605073311,-0.007009664132980197,-0.007000000000000003,-0.011286621326866066,0.0,0.0,0.00189208984375,-0.025296285459846263,-0.5633182459671773
0,-0.5279858446471088,-0.007009463857244781,-0.007000000000000003,-0.011409425738455044,0.0,0.0,0.00201416015625,-0.025418889595699823,-0.5534047342428087
0,-0.551646079124368,-0.007009416835254499,-0.007000000000000003,-0.01131557074704237,0.0,0.0,0.001922607421875,-0.02532498758229687,-0.576971066706665
0,-0.4976071586563947,-0.0070090022646113965,-0.007000000000000003,-0.011329879963881847,0.0,0.0,0.00189208984375,-0.025338882228493242,-0.522946040884888
0,-0.5321034839402571,-0.007009484768722476,-0.007000000000000003,-0.011375514204845498,0.0,0.0,0.001983642578125,-0.025384998973567975,-0.5574884829138251
0,-0.5488517676116603,-0.0070092196073442215,-0.007000000000000003,-0.011180595206359098,0.0,0.0,0.0020751953125,-0.025189814813703314,-0.5740415824253636
0,-0.5159884140953396,-0.007008975507010165,-0.007000000000000003,-0.011270982313031653,0.0,0.0,0.001983642578125,-0.025279957820041818,-0.5412683719153814
0,-0.5561742104096943,-0.007008794192400033,-0.007000000000000003,-0.012057352776652597,0.0,0.0,0.002532958984375,-0.02606614696905263,-0.582240357378747
0,-0.5276340044923595,-0.007008980871791254,-0.007000000000000003,-0.011186036093658449,0.0,0.0,0.00201416015625,-0.0251950169654497,-0.5528290214578093
0,-0.5239476540381909,-0.0070085713789484645,-0.007000000000000003,-0.011245654949618088,0.0,0.0,0.0020751953125,-0.025254226328566554,-0.5492018803667574
0,-0.5148005088390004,-0.007008403330738124,-0.007000000000000003,-0.011110063304256127,0.0,0.0,0.00189208984375,-0.02511846663499425,-0.5399189754739947
0,-0.5284985796242008,-0.007008506610733418,-0.007000000000000003,-0.011217876058626775,0.0,0.0,0.00189208984375,-0.025226382669360194,-0.5537249622935609
0,-0.535341806511035,-0.007008251375023723,-0.007000000000000003,-0.011196989457501498,0.0,0.0,0.001983642578125,-0.025205240832525223,-0.5605470473435603
0,-0.5125702203826844,-0.007008573919854077,-0.007000000000000003,-0.011242395107467058,0.0,0.0,0.002044677734375,-0.025250969027321137,-0.5378211894100056
0,-0.5466766664885003,-0.007008780181777009,-0.007000000000000003,-0.011180199805793687,0.0,0.0,0.00189208984375,-0.025188979987570696,-0.5718656464760709
0,-0.5190930666691747,-0.00700853204733105,-0.007000000000000003,-0.011247124033667432,0.0,0.0,0.001983642578125,-0.02525565608099848,-0.5443487227501731
0,-0.5469055661576432,-0.007008158025774754,-0.007000000000000003,-0.011120385015773525,0.0,0.0,0.0020751953125,-0.02512854304154828,-0.5720341091991915
0,-0.5176809030864318,-0.007008207437272662,-0.007000000000000003,-0.011303565875627024,0.0,0.0,0.001983642578125,-0.025311773312899688,-0.5429926763993315
0,-0.5290399077604981,-0.007008149245109694,-0.007000000000000003,-0.011962158804043898,0.0,0.0,0.002532958984375,-0.02597030804915359,-0.5550102158096517
0,-0.5111415009566517,-0.007008100382901671,-0.007000000000000003,-0.01124540715296676,0.0,0.0,0.00201416015625,-0.025253507535868427,-0.5363950084925202
0,-0.533818187175346,-0.007008170858082401,-0.007000000000000003,-0.011280716993751865,0.0,0.0,0.001800537109375,-0.025288887851834266,-0.5591070750271804
0,-0.5121443345844837,-0.007007782995373236,-0.007000000000000003,-0.011036866444572687,0.0,0.0,0.00201416015625,-0.025044649439945922,-0.5371889840244297
0,-0.5166162881894261,-0.007007791217844795,-0.007000000000000003,-0.01142661454476638,0.0,0.0,0.001983642578125,-0.025434405762611172,-0.5420506939520372
0,-0.5245419284170114,-0.007007801554975025,-0.007000000000000003,-0.011101754290246154,0.0,0.0,0.001922607421875,-0.025109555845221176,-0.5496514842622324
0,-0.5453869203654018,-0.007007457395104168,-0.007000000000000003,-0.011226973738618317,0.0,0.0,0.001983642578125,-0.025234431133722486,-0.5706213514991243
0,-0.5414234371751085,-0.007007353207031408,-0.007000000000000003,-0.010915005789114678,0.0,0.0,0.00189208984375,-0.024922358996146088,-0.5663457961712546
0,-0.5290037643016953,-0.0070073416672927925,-0.007000000000000003,-0.011033323563016232,0.0,0.0,0.001953125,-0.025040665230309022,-0.5540444295320043
0,-0.52930922028309,-0.007007325053766665,-0.007000000000000003,-0.01109539228709712,0.0,0.0,0.001953125,-0.025102717340863785,-0.5544119376239538
0,-0.5433203423509299,-0.007007483762255356,-0.007000000000000003,-0.011918808896778718,0.0,0.0,0.002532958984375,-0.025926292659034074,-0.5692466350099639
0,-0.5170559879282864,-0.007007320045030354,-0.007000000000000003,-0.011082054408365178,0.0,0.0,0.001922607421875,-0.02508937445339553,-0.5421453623816819
0,-0.5215107484744039,-0.007007383171587516,-0.007000000000000003,-0.010996441296313983,0.0,0.0,0.001953125,-0.0250038244679015,-0.5465145729423054
0,-0.5380894763909335,-0.0070073931315911145,-0.007000000000000003,-0.01136887306413961,0.0,0.0,0.001953125,-0.025376266195730725,-0.5634657425866643
0,-0.5408888082828194,-0.007007871936826291,-0.007000000000000003,-0.011293494732464921,0.0,0.0,0.001953125,-0.02530136666929121,-0.5661901749521105
0,-0.4894117972933504,-0.007007714422343516,-0.007000000000000003,-0.011148654236278427,0.0,0.0,0.001983642578125,-0.02515636865862194,-0.5145681659519723
