,task_reward,velocity_penalty,position_penalty,acceleration_penalty,velocity_over_limit,position_over_limit,acceleration_over_limit,control_penalty,net_reward,goals_reached
0,1.3531650002706095,-0.06595633984059918,-0.009800000000000001,-1.0741143811210567,0.00146484375,0.0,0.526458740234375,-1.1498707209616559,0.2032942793089536,0
0,-0.3391970179749272,-0.05906070052149276,-0.009800000000000001,-1.052976850479506,0.000244140625,0.0,0.505523681640625,-1.1218375510009988,-1.4610345689759257,0
0,-0.41253066324180987,-0.05735291620756844,-0.009800000000000001,-0.9818367938511712,0.00067138671875,0.0,0.452362060546875,-1.0489897100587395,-1.4615203733005493,0
0,-1.09162519700148,-0.06317320141015487,-0.009800000000000001,-0.9800014673010697,0.001800537109375,0.0,0.4398193359375,-1.0529746687112245,-2.1445998657127046,0
0,0.46680984548600923,-0.0659269882986366,-0.009800000000000001,-0.9986690976694002,0.00146484375,0.0,0.458038330078125,-1.0743960859680366,-0.6075862404820275,0
0,-0.19557783357621383,-0.06711713777640255,-0.009800000000000001,-0.9486106058986565,0.0009765625,0.0,0.41845703125,-1.0255277436750592,-1.2211055772512729,0
0,-0.5541718240618576,-0.06303243466136721,-0.009800000000000001,-0.9131017207292739,0.0009765625,0.0,0.3951416015625,-0.985934155390641,-1.5401059794524985,0
0,0.6185906231980898,-0.06058496700582787,-0.009800000000000001,-0.9148504724949947,0.00048828125,0.0,0.40057373046875,-0.9852354395008225,-0.36664481630273266,0
0,0.1766570823043827,-0.060325678903928044,-0.009800000000000001,-0.9106753827007779,0.000213623046875,0.0,0.3941650390625,-0.9808010616047058,-0.8041439793003231,0
0,-0.1334334728091175,-0.05930655410526005,-0.009800000000000001,-0.922105632787483,0.0009765625,0.0,0.40960693359375,-0.9912121868927429,-1.1246456597018606,0
0,-0.6177751811760795,-0.05363340855240661,-0.009800000000000001,-0.9703338780611275,0.0009765625,0.0,0.383209228515625,-1.033767286613534,-1.6515424677896136,0
0,-0.4276769458074126,-0.06366921052043949,-0.009800000000000001,-0.8163580685598091,0.0009765625,0.0,0.331451416015625,-0.8898272790802485,-1.3175042248876612,0
0,0.37664444380225603,-0.06671166975197317,-0.009800000000000001,-0.8583499431933888,9.1552734375e-05,0.0,0.35540771484375,-0.934861612945362,-0.5582171691431059,0
0,0.7021916893094782,-0.06735007589815573,-0.009800000000000001,-0.7653589402062818,0.00115966796875,0.0,0.291107177734375,-0.8425090161044375,-0.14031732679495929,0
0,0.9317471653670736,-0.06811011358159075,-0.009800000000000001,-0.7376533392537933,0.00146484375,0.0,0.27435302734375,-0.8155634528353839,0.11618371253168971,0
0,1.0650776108009392,-0.07151016008995381,-0.013060394871586792,-0.7637948234144089,0.00140380859375,0.00079345703125,0.2901611328125,-0.8483653783759496,0.21671223242498974,0
0,1.2244356144517412,-0.07578371557944563,-0.009800000000000001,-0.8288823622870027,0.00146484375,0.0,0.3408203125,-0.9144660778664484,0.30996953658529275,0
0,0.6207639938201859,-0.07131387984680973,-0.011152771031508739,-0.7887397775153555,0.00048828125,0.0,0.30999755859375,-0.8712064283936739,-0.25044243457348797,0
0,1.292057835701626,-0.06933872411829153,-0.009800000222250818,-0.8095511392651378,0.001953125,0.0,0.3243408203125,-0.8886898636056801,0.40336797209594566,0
0,0.6129453233930713,-0.0734816723795969,-0.015318620653889926,-0.7744698381504482,0.00146484375,0.0,0.295013427734375,-0.863270131183935,-0.25032480779086375,0
0,0.9022263223149797,-0.06455781842801357,-0.009804212814754402,-0.6736974562849353,0.000823974609375,0.0,0.215484619140625,-0.7480594875277031,0.15416683478727636,0
0,0.710347159328455,-0.0676911049040452,-0.016408919659066247,-0.7009781358906312,0.0009765625,3.0517578125e-05,0.2430419921875,-0.7850781604537426,-0.07473100112528766,0
0,0.803650507937587,-0.07390587901684749,-0.11407312737174247,-0.8430831242407003,0.0009765625,0.006011962890625,0.299102783203125,-1.0310621306292904,-0.22741162269170334,0
0,1.551419333079265,-0.06324045020716793,-0.009800000000000001,-0.5265952535667128,0.00146484375,0.0,0.152496337890625,-0.5996357037738806,0.9517836293053844,0
0,1.576806563824442,-0.06964594167106358,-0.011878253922698352,-0.5970690019155919,0.00146484375,0.0,0.187957763671875,-0.6785931975093537,0.8982133663150883,0
0,0.8729277208760798,-0.0697439549326066,-0.08231854934099672,-0.7305215874282507,0.001495361328125,0.001678466796875,0.23663330078125,-0.882584091701854,-0.009656370825774085,0
0,1.2906688381067613,-0.06459453029777662,-0.009800008266533567,-0.7256098297598237,0.0009765625,0.0,0.241363525390625,-0.8000043683241338,0.49066446978262734,0
0,0.476870974135807,-0.06617053179497714,-0.009800091031616519,-0.6040233638973398,0.0009765625,0.0,0.180633544921875,-0.6799939867239334,-0.20312301258812643,0
0,0.735532321817308,-0.07274692237733782,-0.04321805758215648,-0.603998547960549,0.0009765625,0.0074462890625,0.1793212890625,-0.7199635279200433,0.015568793897264677,0
0,0.6432022738553905,-0.07869679425175662,-0.2576872158500997,-0.8353092941385057,0.0009765625,0.10504150390625,0.300140380859375,-1.171693304240362,-0.5284910303849717,0
0,1.0773466817178936,-0.06627177013896252,-0.012239281296191746,-0.5867689729545502,3.0517578125e-05,0.0,0.1708984375,-0.6652800243897043,0.41206665732818903,0
0,0.8128850331011005,-0.07650761243278109,-0.07809626830202954,-0.6304854509461825,0.001953125,0.018768310546875,0.186187744140625,-0.785089331680993,0.0277957014201074,0
0,1.1144411236949727,-0.0702125761883097,-0.015232443768654059,-0.5617542992532674,0.0,9.1552734375e-05,0.15869140625,-0.647199319210231,0.46724180448474145,0
