,task_reward,velocity_penalty,position_penalty,acceleration_penalty,velocity_over_limit,position_over_limit,acceleration_over_limit,control_penalty,net_reward,goals_reached
0,0.8272839931485947,-0.004353713990483177,-0.0006999999999999999,-0.012691749211657243,0.0,0.0,0.0146484375,-0.017745463202140415,0.8095385299464541,0
0,0.9090193563402926,-0.004243404037708732,-0.0006999999999999999,-0.012620728944924506,0.0,0.0,0.01495361328125,-0.017564132982633235,0.8914552233576595,0
0,0.23896521814505714,-0.004500404376722647,-0.0006999999999999999,-0.012247386295995682,0.0,0.0,0.015289306640625,-0.017447790672718327,0.22151742747233877,0
0,-0.21998251645646627,-0.005166511910591919,-0.0021280022660217076,-0.015165296407770012,0.0,0.0,0.02471923828125,-0.022459810584383635,-0.2424423270408499,0
0,0.7701865848992339,-0.005520594958809596,-0.003785058952755237,-0.017660156041893603,0.0,0.000518798828125,0.03607177734375,-0.026965809953458438,0.7432207749457754,0
0,0.5436183094909807,-0.005686572187802179,-0.010730597367493357,-0.02049274514181213,0.0,0.014068603515625,0.059417724609375,-0.036909914697107665,0.506708394793873,0
0,1.605233873166599,-0.0058005677103900935,-0.015013968830253636,-0.020662862490682866,0.0,0.019500732421875,0.0540771484375,-0.04147739903132659,1.5637564741352725,0
0,1.0926023283708286,-0.005527417641016965,-0.018301145566712432,-0.018441151107151187,0.0,0.07861328125,0.041717529296875,-0.04226971431488058,1.050332614055948,0
0,1.0157933564295236,-0.005087963278030702,-0.0038657939004539395,-0.015827304826366947,0.0,0.0145263671875,0.038482666015625,-0.02478106200485159,0.9910122944246722,0
0,1.5856960994628415,-0.0054292455138495385,-0.03471847418089874,-0.024667796669479502,0.0,0.11968994140625,0.100738525390625,-0.06481551636422778,1.5208805830986138,0
0,1.415733475138172,-0.0050834523514484906,-0.008004929029008004,-0.018453439447838543,0.0,0.013275146484375,0.03466796875,-0.03154182082829504,1.3841916543098771,0
0,1.3903135090939707,-0.0052612390612089025,-0.044680581461636976,-0.02886841518096118,0.0,0.162994384765625,0.111114501953125,-0.07881023570380705,1.3115032733901635,0
0,1.743873566067943,-0.004964819040502951,-0.004456826136780832,-0.015884759213233023,0.0,0.003570556640625,0.031829833984375,-0.025306404390516804,1.7185671616774263,0
0,2.3912012966365612,-0.004679907866912208,-0.014652498957409001,-0.02988411293041531,0.0,0.1307373046875,0.16693115234375,-0.04921651975473651,2.3419847768818247,0
0,2.142626611556457,-0.004747350996788896,-0.022301209406589105,-0.01767438845089358,0.0,0.094757080078125,0.0447998046875,-0.044722948854271576,2.097903662702185,0
0,2.6668484499098177,-0.00583419893537361,-0.04165828553418373,-0.02433317081876826,0.0,0.173065185546875,0.08599853515625,-0.07182565528832559,2.5950227946214923,0
0,2.523703003760251,-0.004672896082178439,-0.015200092552152213,-0.013358626167595148,0.0,0.080657958984375,0.017852783203125,-0.0332316148019258,2.490471388958325,0
0,3.334520308412539,-0.005506579598227969,-0.016565606744599944,-0.012149194311560392,0.0,0.099273681640625,0.017486572265625,-0.03422138065438831,3.3002989277581505,0
0,3.730094517549359,-0.005991716071641678,-0.004689820528208918,-0.012444808281086265,0.0,0.010406494140625,0.016357421875,-0.023126344880936865,3.706968172668422,3
0,3.7489131567793894,-0.005405336192013273,-0.0007703177850849673,-0.021580170746174188,0.0,0.0,0.0889892578125,-0.02775582472327243,3.7211573320561167,0
0,3.8770186286303954,-0.005194691152578588,-0.018501431170262393,-0.020381091744997932,0.0,0.1531982421875,0.05316162109375,-0.04407721406783892,3.8329414145625558,2
0,3.639463102017872,-0.0057038575059795244,-0.028391707132792217,-0.017179741427252253,0.0,0.114349365234375,0.044281005859375,-0.051275306066023985,3.588187795951848,1
0,4.789477940612461,-0.005212281088731437,-0.001174134653642227,-0.01215512145315793,0.0,0.001495361328125,0.01416015625,-0.018541537195531595,4.770936403416929,7
0,4.748823501071957,-0.005386108597151183,-0.017391557100726374,-0.017485712183256223,0.0,0.0609130859375,0.04498291015625,-0.04026337788113378,4.708560123190823,4
0,5.33548218238389,-0.005398034013291005,-0.004885475633938952,-0.013867958165095218,0.0,0.014862060546875,0.0216064453125,-0.024151467812325172,5.3113307145715645,20
0,5.605058312304137,-0.005168048071598698,-0.01371072144585084,-0.015523760896758897,0.0,0.064117431640625,0.034332275390625,-0.03440253041420843,5.570655781889929,17
0,4.737913883500373,-0.005606141921368346,-0.028815754334958643,-0.02276048908384047,0.0,0.1505126953125,0.05902099609375,-0.05718238534016745,4.680731498160206,13
0,5.144080582535755,-0.006486203739250424,-0.01793692736190257,-0.01712973930315202,0.0,0.087493896484375,0.041046142578125,-0.041552870404305005,5.10252771213145,15
0,4.5269843374125305,-0.0050602199648474115,-0.043577990439972195,-0.014943248996179371,0.0,0.28509521484375,0.02813720703125,-0.06358145940099896,4.463402878011532,21
0,5.79872951350904,-0.00517629334398664,-0.0006999999999999999,-0.012534259140220019,0.0,0.0,0.0146484375,-0.018410552484206658,5.780318961024834,36
0,4.603645444525832,-0.006130437230329003,-0.03997269461765843,-0.014502818178779797,0.0,0.262603759765625,0.02508544921875,-0.06060595002676722,4.543039494499065,22
0,4.809932737994273,-0.005522106119996084,-0.022190227100307595,-0.018054542198447876,0.0,0.0518798828125,0.037841796875,-0.04576687541875156,4.7641658625755205,46
0,5.886853153859313,-0.005133401988140475,-0.0007183693931543506,-0.012702252967292504,0.0,0.0,0.01416015625,-0.01855402434858733,5.868299129510726,30
0,5.166727672177539,-0.006381642451264037,-0.025086375607024338,-0.02937921179237503,0.0,0.21649169921875,0.109527587890625,-0.060847229850663404,5.1058804423268755,32
0,5.4351749601837565,-0.004712261618940358,-0.037356878243521546,-0.013828629062267728,0.0,0.354522705078125,0.02020263671875,-0.05589776892472963,5.379277191259028,52
0,5.252447926187081,-0.004919903327439812,-0.025524759270368222,-0.013369630766815525,0.0,0.085296630859375,0.024322509765625,-0.04381429336462356,5.208633632822457,44
0,6.19581107271469,-0.0044483045596265015,-0.025281297232366967,-0.012205356366458794,0.0,0.101715087890625,0.015960693359375,-0.04193495815845227,6.153876114556239,53
0,5.257743319338941,-0.004132900303103566,-0.0013478393435452038,-0.016211482260190584,0.0,0.0,0.0399169921875,-0.02169222190683935,5.236051097432101,43
0,5.101718258490205,-0.004220044965921668,-0.02819922406459429,-0.01265555680376359,0.0,0.2535400390625,0.015869140625,-0.04507482583427955,5.056643432655925,40
0,4.932824010720259,-0.005181288478778677,-0.04208417068745694,-0.014562147721455854,0.0,0.19384765625,0.02734375,-0.06182760688769147,4.870996403832566,40
0,4.69673088805746,-0.004754113331290907,-0.0235863408264929,-0.0134170741659069,0.0,0.193115234375,0.019012451171875,-0.041757528323690715,4.65497335973377,42
0,4.879869877645309,-0.005129106989629697,-0.03253215553290094,-0.017560441936654077,0.0,0.2149658203125,0.02838134765625,-0.05522170445918473,4.824648173186123,53
0,4.731594574346188,-0.004854408480584835,-0.020578077750211143,-0.014118103997818054,0.0,0.194427490234375,0.01934814453125,-0.03955059022861403,4.692043984117573,40
0,5.826749670611483,-0.004441634535402288,-0.0006999999999999999,-0.013491730116289099,0.0,0.0,0.01849365234375,-0.018633364651691388,5.808116305959793,49
0,5.438469784923317,-0.004852682759207205,-0.03394283693264398,-0.014158412316728868,0.0,0.14813232421875,0.022491455078125,-0.05295393200858005,5.385515852914736,58
0,5.813652161806914,-0.0040595024096929146,-0.0023673006152051465,-0.02917532688405921,0.0,0.000152587890625,0.16815185546875,-0.03560212990895727,5.778050031897958,43
0,5.182409519023359,-0.003907136368822681,-0.000735527395413162,-0.01238435656144805,0.0,0.0,0.01513671875,-0.01702702032568389,5.165382498697676,30
0,5.494282479677312,-0.00483938817185583,-0.028874044264362467,-0.014418028670334667,0.0,0.182403564453125,0.02178955078125,-0.04813146110655297,5.446151018570759,53
0,5.390615950144384,-0.005454882171569225,-0.09574925407711651,-0.01854036628514285,0.0,0.821929931640625,0.044464111328125,-0.11974450253382858,5.270871447610555,16
0,6.034444999265684,-0.004210276200159796,-0.0006999999999999999,-0.012958487480733836,0.0,0.0,0.01513671875,-0.01786876368089363,6.0165762355847905,58
0,6.010275430332554,-0.0042961194365067935,-0.02363320630187132,-0.013190162653599066,0.0,0.176788330078125,0.017364501953125,-0.04111948839197718,5.969155941940577,61
