,task_reward,velocity_penalty,position_penalty,acceleration_penalty,velocity_over_limit,position_over_limit,acceleration_over_limit,control_penalty,net_reward,goals_reached
0,2.6874292508280013,-0.037082602911208865,-0.15694484408726422,-0.6674327442285851,0.0,0.1065673828125,0.024322509765625,-0.8614601912270582,1.825969059600943,1
0,1.9591910925675502,-0.04370174616597278,-0.18689376477830952,-0.6593283451732247,0.0,0.125885009765625,0.02667236328125,-0.8899238561175069,1.0692672364500435,0
0,2.868454671776461,-0.034940321680668185,-0.06293152659125885,-0.6626151654248942,0.0,0.0440673828125,0.019927978515625,-0.7604870136968211,2.10796765807964,0
0,2.9906539163726267,-0.03347334787264382,-0.1051262731105197,-0.6557138169904595,0.0,0.0718994140625,0.023529052734375,-0.794313437973623,2.1963404783990037,1
0,3.302561419835672,-0.0263897491638109,-0.009859053408657047,-0.640249532123401,0.0,0.0009765625,0.0167236328125,-0.6764983346958688,2.6260630851398026,2
0,3.094530325605107,-0.02757271309106272,-0.021673410626962618,-0.6385672748500273,0.0,0.006195068359375,0.017181396484375,-0.6878133985680526,2.4067169270370545,2
0,3.1385987267299833,-0.025731210665864493,-0.02451434546098489,-0.6250106716262899,0.0,0.010284423828125,0.01861572265625,-0.6752562277531393,2.4633424989768438,0
0,3.3532852272817024,-0.024163977285962382,-0.014033637450016297,-0.6245762901185059,0.0,0.0032958984375,0.0203857421875,-0.6627739048544847,2.6905113224272177,3
0,3.521210154893655,-0.022793673941631377,-0.013270787630360936,-0.596580773322105,0.0,0.001678466796875,0.016326904296875,-0.6326452348940972,2.888564919999558,16
0,3.70340118529689,-0.021983577976750237,-0.012296550982790882,-0.5840770061357895,0.0,0.00244140625,0.0157470703125,-0.6183571350953306,3.0850440502015593,3
0,3.764092510267913,-0.02221608666363027,-0.01899528582888616,-0.5861556893170358,0.0,0.00396728515625,0.018402099609375,-0.6273670618095522,3.1367254484583604,20
0,3.781552105655751,-0.020768945409244476,-0.0071538657806547185,-0.5801835565551685,0.0,0.0,0.01702880859375,-0.6081063677450677,3.1734457379106837,13
0,4.161834023640076,-0.020441157723540784,-0.007188250201368971,-0.5764820661649324,0.0,0.0,0.0189208984375,-0.6041114740898421,3.5577225495502343,29
0,4.182295008743981,-0.019504294616391225,-0.007098785619371324,-0.5692367129282969,0.0,0.0,0.015533447265625,-0.5958397931640594,3.586455215579922,45
0,4.406527250153699,-0.018972635975186024,-0.007000000000000003,-0.5632827895844805,0.0,0.0,0.018218994140625,-0.5892554255596665,3.817271824594033,55
0,4.579177735880149,-0.018589668150624947,-0.007000000000000003,-0.5455573224333838,0.0,0.0,0.01300048828125,-0.5711469905840088,4.00803074529614,32
0,4.697982440714766,-0.018953206991443813,-0.007000000000000003,-0.5368055694394593,0.0,0.0,0.01568603515625,-0.5627587764309032,4.135223664283862,52
0,4.658294312411947,-0.018446223443295516,-0.007000010087154518,-0.5321292553710545,0.0,0.0,0.017608642578125,-0.5575754889015045,4.100718823510442,44
0,4.586738269737026,-0.018412271699729612,-0.007000000000000003,-0.5319762908111993,0.0,0.0,0.017120361328125,-0.5573885625109289,4.029349707226098,55
0,4.47473710254933,-0.0188333314844763,-0.007000000000000003,-0.5447696860255951,0.0,0.0,0.0169677734375,-0.5706030175100715,3.904134085039259,60
0,4.5327992355547355,-0.017817019487223223,-0.007000000000000003,-0.5252443018178967,0.0,0.0,0.01605224609375,-0.55006132130512,3.982737914249615,76
0,4.837758313652061,-0.01661168077176108,-0.007000000000000003,-0.47220742249810144,0.0,0.0,0.0107421875,-0.4958191032698625,4.341939210382198,64
0,4.720555013693458,-0.016798137099431204,-0.007000000000000003,-0.4631387297566405,0.0,0.0,0.009002685546875,-0.4869368668560717,4.233618146837387,64
0,4.819519329105235,-0.016263924573457454,-0.007000000000000003,-0.44511364461249475,0.0,0.0,0.008575439453125,-0.46837756918595225,4.351141759919282,64
0,4.724376979661189,-0.016359916580530067,-0.007000000000000003,-0.45378036660810345,0.0,0.0,0.008636474609375,-0.47714028318863355,4.247236696472555,64
0,4.650769589221574,-0.01606542827249309,-0.007000000000000003,-0.4449308003329373,0.0,0.0,0.008087158203125,-0.4679962286054304,4.182773360616144,61
0,4.682128849015217,-0.015924507284239935,-0.007000000000000003,-0.42410063758256217,0.0,0.0,0.00518798828125,-0.4470251448668021,4.235103704148415,63
0,4.785112429429514,-0.015572039897591868,-0.007000000000000003,-0.4209318163378946,0.0,0.0,0.007171630859375,-0.44350385623548644,4.341608573194028,64
0,4.630984422624005,-0.016060165253281092,-0.007000000000000003,-0.43303246908923987,0.0,0.0,0.006317138671875,-0.456092634342521,4.174891788281484,63
0,4.710071197460058,-0.01563167919370652,-0.007000000000000003,-0.4156835119164304,0.0,0.0,0.006744384765625,-0.43831519111013684,4.271756006349922,64
0,4.846414538762951,-0.015271513434550348,-0.007000000000000003,-0.39340903857018167,0.0,0.0,0.00665283203125,-0.415680552004732,4.430733986758218,63
0,4.762045880253669,-0.015496313678477973,-0.007000000000000003,-0.4011661982790313,0.0,0.0,0.00628662109375,-0.42366251195750926,4.338383368296158,79
0,4.783672193134722,-0.015737722613603372,-0.007000000000000003,-0.389890352011548,0.0,0.0,0.005401611328125,-0.4126280746251514,4.37104411850957,64
0,4.883275301614997,-0.014913954842526538,-0.007000000000000003,-0.36354392122470325,0.0,0.0,0.00457763671875,-0.38545787606722987,4.497817425547768,64
0,4.783839363540925,-0.015860439120239534,-0.007000000000000003,-0.39398455455638215,0.0,0.0,0.00531005859375,-0.41684499367662164,4.366994369864304,64
0,4.561369489841411,-0.016521453673271905,-0.007000000000000003,-0.43489262759906855,0.0,0.0,0.00738525390625,-0.45841408127234046,4.10295540856907,64
0,4.924975601769711,-0.015076768233241876,-0.007000000000000003,-0.3677236895552613,0.0,0.0,0.005615234375,-0.3898004577885032,4.535175143981208,64
0,4.871206893467932,-0.014527378886838117,-0.007000000000000003,-0.3508636674917574,0.0,0.0,0.004058837890625,-0.37239104637859555,4.498815847089336,64
0,4.791481930017139,-0.015055171644929345,-0.007000000000000003,-0.3790542370142662,0.0,0.0,0.005523681640625,-0.4011094086591955,4.3903725213579445,64
0,4.703260870321817,-0.015280791247170217,-0.007000000000000003,-0.379968142311428,0.0,0.0,0.00469970703125,-0.40224893355859825,4.301011936763219,64
0,4.9380830013343076,-0.014476282522459423,-0.007000000000000003,-0.33586234240529017,0.0,0.0,0.003875732421875,-0.3573386249277496,4.580744376406557,64
0,4.7184482488326225,-0.015425749555662538,-0.007000000000000003,-0.3673909191036949,0.0,0.0,0.005462646484375,-0.3898166686593575,4.3286315801732655,80
0,4.82368997119165,-0.014751341102921544,-0.007000000000000003,-0.35507778892570907,0.0,0.0,0.005584716796875,-0.3768291300286306,4.446860841163019,63
0,4.614241360607572,-0.015163064536218265,-0.007000000000000003,-0.3643302349426456,0.0,0.0,0.005279541015625,-0.3864932994788639,4.2277480611287075,64
0,4.655845220578168,-0.014624016660178915,-0.007000000000000003,-0.34170257297868845,0.0,0.0,0.003082275390625,-0.36332658963886744,4.292518630939301,64
0,4.836019559207077,-0.013948955802466748,-0.007000000000000003,-0.31903512244221643,0.0,0.0,0.004852294921875,-0.33998407824468313,4.496035480962394,64
0,4.631011680460002,-0.014488200509913916,-0.007000000000000003,-0.34613510660589875,0.0,0.0,0.004150390625,-0.36762330711581265,4.263388373344189,64
0,4.716813511817185,-0.01398329405581005,-0.007000000000000003,-0.3147957240760363,0.0,0.0,0.003875732421875,-0.3357790181318463,4.381034493685339,64
0,4.903253024067478,-0.014103715173593996,-0.007000000000000003,-0.3109077676167067,0.0,0.0,0.005126953125,-0.3320114827903007,4.571241541277178,64
0,4.671998526469362,-0.014212308876013307,-0.007000000000000003,-0.32078761246311815,0.0,0.0,0.00457763671875,-0.34199992133913143,4.32999860513023,64
0,4.605728517229502,-0.014712372705622964,-0.007000000000000003,-0.3285073041518183,0.0,0.0,0.003173828125,-0.3502196768574412,4.255508840372061,64
0,4.922611347273085,-0.013947661925879528,-0.007000000000000003,-0.3176380201214252,0.0,0.0,0.00457763671875,-0.33858568204730477,4.584025665225781,64
0,4.6990494990604414,-0.014685784965191639,-0.007000000000000003,-0.31902443650323226,0.0,0.0,0.005523681640625,-0.34071022146842395,4.358339277592018,80
0,4.444497257877018,-0.015135017248413265,-0.007000000000000003,-0.3445985167558535,0.0,0.0,0.003509521484375,-0.3667335340042668,4.07776372387275,64
0,4.512983165075314,-0.015295067952316232,-0.007000000000000003,-0.33630551530768815,0.0,0.0,0.004486083984375,-0.3586005832600043,4.154382581815309,64
0,4.639435102726754,-0.014288061944134093,-0.007000000000000003,-0.3002024680659398,0.0,0.0,0.003662109375,-0.3214905300100739,4.31794457271668,64
0,4.871993507744673,-0.013849704814170239,-0.007000000000000003,-0.27877291155099976,0.0,0.0,0.00299072265625,-0.29962261636516996,4.572370891379503,64
0,4.674260983809756,-0.014137003890014255,-0.007000000000000003,-0.28622374891932917,0.0,0.0,0.0035400390625,-0.3073607528093434,4.366900231000413,64
0,4.79609235505008,-0.014319163576072772,-0.007000000000000003,-0.2764434677196639,0.0,0.0,0.00616455078125,-0.29776263129573677,4.498329723754343,64
0,4.664187050351598,-0.014658426953139713,-0.007000000000000003,-0.29212675158367435,0.0,0.0,0.00360107421875,-0.3137851785368141,4.350401871814783,64
0,4.7769590992456,-0.013280892883542655,-0.007000000000000003,-0.252467812521449,0.0,0.0,0.00347900390625,-0.27274870540499163,4.504210393840609,64
0,4.814494582322132,-0.013450886800045811,-0.007000000000000003,-0.2489533666729983,0.0,0.0,0.00396728515625,-0.2694042534730442,4.545090328849088,64
0,4.746049675792769,-0.01360720451549522,-0.007000000000000003,-0.2535593263810242,0.0,0.0,0.0050048828125,-0.27416653089651943,4.47188314489625,80
