,task_reward,velocity_penalty,position_penalty,acceleration_penalty,velocity_over_limit,position_over_limit,acceleration_over_limit,control_penalty,c_hockey_puck-table,c_panda0_finger1-hockey_puck,c_panda0_finger2-hockey_puck,c_panda0_finger1-table,c_panda0_finger2-table,contact_hockey_puck-table,contact_panda0_finger1-hockey_puck,contact_panda0_finger2-hockey_puck,contact_panda0_finger1-table,contact_panda0_finger2-table,net_reward,goals_reached
0,3.1097523438406696,-0.10924981255883331,-0.963594598006791,-2.4619290696101066,0.0,0.037872314453125,0.569976806640625,-3.5347734801757302,5.221152940418907e-07,0.0,0.0,0.0,0.0,0.982818603515625,0.0,0.0,0.0,0.0,-0.4250216584503552,16
0,3.6168391724528313,-0.11022437036126387,-0.7916290452930551,-2.247383002791012,0.0,0.0101318359375,0.50164794921875,-3.149236418445331,4.2200874945180115e-07,0.0,0.0,0.0,0.0,0.98504638671875,0.0,0.0,0.0,0.0,0.46760233199875106,0
0,3.8780190092100284,-0.10850041306295999,-0.38010537095131924,-2.2359933237404297,0.0,0.0018310546875,0.49627685546875,-2.7245991077547087,4.2205074649650483e-07,0.0,0.0,0.0,0.0,0.9853515625,0.0,0.0,0.0,0.0,1.1534194794045731,16
0,3.622596216794117,-0.10889435234923828,-0.22132798892346583,-2.157067335786188,0.0,0.000885009765625,0.481964111328125,-2.487289677058892,4.2206280360715196e-07,0.0,0.0,0.0,0.0,0.98516845703125,0.0,0.0,0.0,0.0,1.1353061176724215,0
0,3.0062189064098552,-0.10682599474289903,-0.16196339519455458,-2.3137923689045596,0.0,0.000152587890625,0.50677490234375,-2.582581758842013,4.22062603825204e-07,0.0,0.0,0.0,0.0,0.98486328125,0.0,0.0,0.0,0.0,0.42363672550523845,0
0,3.8495664092601944,-0.10290968730224977,-0.10872364754264699,-2.1414816072352343,0.0,9.1552734375e-05,0.491729736328125,-2.353114942080131,4.220581575439172e-07,0.0,0.0,0.0,0.0,0.984832763671875,0.0,0.0,0.0,0.0,1.496451045121906,16
0,4.029410140051816,-0.10260139026119233,-0.04144649305445572,-2.1654295294374952,0.0,3.0517578125e-05,0.484100341796875,-2.309477412753143,4.2208417961284083e-07,0.0,0.0,0.0,0.0,0.9854736328125,0.0,0.0,0.0,0.0,1.7199323052144937,16
0,3.616352721787255,-0.10267030177963934,-0.0676185491386371,-2.2210693265457477,0.0,0.0,0.51190185546875,-2.3913581774640242,4.2204291148802466e-07,0.0,0.0,0.0,0.0,0.984954833984375,0.0,0.0,0.0,0.0,1.2249941222803196,0
0,2.6017809752102607,-0.10242361504488819,-0.03192440324974695,-2.3097296194451746,0.0,0.0,0.537322998046875,-2.4440776377398095,4.22062943644175e-07,0.0,0.0,0.0,0.0,0.985382080078125,0.0,0.0,0.0,0.0,0.15770291540750753,0
0,3.456443204279955,-0.10093919241100101,-0.021431090412833642,-1.8845478744704969,0.0,0.0,0.399322509765625,-2.0069181572943315,4.2209292075608034e-07,0.0,0.0,0.0,0.0,0.985626220703125,0.0,0.0,0.0,0.0,1.4495246248927025,0
0,4.072307523725593,-0.10026776948233282,-0.022100393583392903,-1.9330403054245813,0.0,0.0,0.40673828125,-2.055408468490307,4.220392638655694e-07,0.0,0.0,0.0,0.0,0.985382080078125,0.0,0.0,0.0,0.0,2.0168986331960226,16
0,3.892039147202457,-0.1028798324278226,-0.021,-1.80183720690467,0.0,0.0,0.38897705078125,-1.9257170393324925,5.221376906243969e-07,0.0,0.0,0.0,0.0,0.983428955078125,0.0,0.0,0.0,0.0,1.9663215857322731,0
0,4.199111093415172,-0.10474019180890382,-0.021,-1.815225122883614,0.0,0.0,0.363525390625,-1.9409653146925177,4.220982635464231e-07,0.0,0.0,0.0,0.0,0.98577880859375,0.0,0.0,0.0,0.0,2.2581453566243903,0
0,2.735076957427554,-0.10156507733308348,-0.021,-2.095568027376497,0.0,0.0,0.465728759765625,-2.2181331047095805,4.220718367432226e-07,0.0,0.0,0.0,0.0,0.986053466796875,0.0,0.0,0.0,0.0,0.5169434306461371,0
0,3.3846656892544935,-0.09777510612113682,-0.021,-1.6773330052477848,0.0,0.0,0.3187255859375,-1.7961081113689217,4.2202401702476124e-07,0.0,0.0,0.0,0.0,0.9852294921875,0.0,0.0,0.0,0.0,1.5885571558615545,0
0,3.0523067947875524,-0.098284602886321,-0.021,-1.660486209560636,0.0,0.0,0.3316650390625,-1.7797708124469571,4.2208564070935764e-07,0.0,0.0,0.0,0.0,0.9857177734375,0.0,0.0,0.0,0.0,1.2725355602549548,0
0,3.4147047868699563,-0.10121373117802501,-0.02100000000000008,-1.6244434641379781,0.0,0.0,0.327667236328125,-1.7466571953160033,4.2209188535576585e-07,0.0,0.0,0.0,0.0,0.984619140625,0.0,0.0,0.0,0.0,1.6680471694620675,0
0,3.970667611092992,-0.09904573763673442,-0.021,-1.544503118810588,0.0,0.0,0.3104248046875,-1.6645488564473225,4.220419965149819e-07,0.0,0.0,0.0,0.0,0.985992431640625,0.0,0.0,0.0,0.0,2.3061183326036727,16
0,3.8238914783194886,-0.10000114191335657,-0.021,-1.542349035906808,0.0,0.0,0.29937744140625,-1.6633501778201643,4.220789522985603e-07,0.0,0.0,0.0,0.0,0.98577880859375,0.0,0.0,0.0,0.0,2.1605408784203712,0
0,4.091907592628225,-0.09800864618241749,-0.021,-1.5447044864957864,0.0,0.0,0.31353759765625,-1.663713132678204,4.220779288029988e-07,0.0,0.0,0.0,0.0,0.9854736328125,0.0,0.0,0.0,0.0,2.4281940378720916,16
0,4.268927170446198,-0.09396272184710383,-0.021,-1.4999283752742887,0.0,0.0,0.28131103515625,-1.6148910971213923,4.220877792656274e-07,0.0,0.0,0.0,0.0,0.985137939453125,0.0,0.0,0.0,0.0,2.6540356512370264,0
0,3.271211719428477,-0.09841668808525088,-0.021,-1.4747558190048553,0.0,0.0,0.288604736328125,-1.594172507090106,5.22118999557767e-07,0.0,0.0,0.0,0.0,0.983856201171875,0.0,0.0,0.0,0.0,1.677038690219371,0
0,3.326712844055227,-0.097779831057848,-0.021,-1.4477527762567979,0.0,0.0,0.29522705078125,-1.5665326073146462,4.220730712664525e-07,0.0,0.0,0.0,0.0,0.985687255859375,0.0,0.0,0.0,0.0,1.7601798146675094,0
0,2.908860370155177,-0.10276629032953137,-0.021,-1.4402389565498273,0.0,0.0,0.29608154296875,-1.5640052468793586,4.2208910947800635e-07,0.0,0.0,0.0,0.0,0.985595703125,0.0,0.0,0.0,0.0,1.3448547011867094,0
0,3.50875630734744,-0.09928558585009961,-0.021,-1.729511394917858,0.0,0.0,0.381744384765625,-1.849796980767958,4.2205014124547346e-07,0.0,0.0,0.0,0.0,0.985870361328125,0.0,0.0,0.0,0.0,1.6589589045293414,0
0,3.1038173708412633,-0.09766715482474406,-0.021,-1.5380941659776253,0.0,0.0,0.276031494140625,-1.6567613208023693,4.220812661709737e-07,0.0,0.0,0.0,0.0,0.985321044921875,0.0,0.0,0.0,0.0,1.4470556279576279,0
0,3.364430311455127,-0.09611218222049339,-0.021,-1.3755613166920126,0.0,0.0,0.2557373046875,-1.492673498912506,4.219969780247752e-07,0.0,0.0,0.0,0.0,0.986053466796875,0.0,0.0,0.0,0.0,1.871756390545643,0
0,3.8189672430912696,-0.09874742016818744,-0.021,-1.3500609386680194,0.0,0.0,0.27337646484375,-1.469808358836207,4.220775658026862e-07,0.0,0.0,0.0,0.0,0.98516845703125,0.0,0.0,0.0,0.0,2.3491584621774972,0
0,2.840854116180694,-0.09632223544783489,-0.02100104822523228,-1.2505612597948508,0.0,0.0,0.217193603515625,-1.3678845434679179,4.221069682111718e-07,0.0,0.0,0.0,0.0,0.98577880859375,0.0,0.0,0.0,0.0,1.4729691506058078,0
0,3.676179017634068,-0.09617429818878102,-0.021,-1.2929451033267263,0.0,0.0,0.22637939453125,-1.410119401515507,4.220904439122403e-07,0.0,0.0,0.0,0.0,0.98602294921875,0.0,0.0,0.0,0.0,2.2660591940281165,0
0,4.283471356896986,-0.09751270479641574,-0.021,-1.3780180230101107,0.0,0.0,0.271026611328125,-1.4965307278065263,4.220633695112418e-07,0.0,0.0,0.0,0.0,0.984954833984375,0.0,0.0,0.0,0.0,2.786940207027091,0
0,3.1575268562903185,-0.09707044355484393,-0.021,-1.2637388844353932,0.0,0.0,0.2227783203125,-1.381809327990237,4.221030011632719e-07,0.0,0.0,0.0,0.0,0.984954833984375,0.0,0.0,0.0,0.0,1.77571710619708,0
0,3.3498416077652258,-0.09631661720507889,-0.021000000000024673,-1.523613953131325,0.0,0.0,0.317901611328125,-1.6409305703364283,5.221202842883696e-07,0.0,0.0,0.0,0.0,0.98291015625,0.0,0.0,0.0,0.0,1.7089105153085136,0
0,3.6770924736577157,-0.09946350849953287,-0.021,-1.3994075984778878,0.0,0.0,0.282623291015625,-1.5198711069774204,4.2205785395154956e-07,0.0,0.0,0.0,0.0,0.98577880859375,0.0,0.0,0.0,0.0,2.1572209446224404,0
0,3.440127413513033,-0.09765008894696123,-0.021,-1.7713370264374884,0.0,0.0,0.410308837890625,-1.8899871153844494,4.2208088285827075e-07,0.0,0.0,0.0,0.0,0.9853515625,0.0,0.0,0.0,0.0,1.550139876047701,0
0,4.522520824558088,-0.1007300619161091,-0.021,-1.3095497283000992,0.0,0.0,0.24676513671875,-1.4312797902162084,4.2207734709660383e-07,0.0,0.0,0.0,0.0,0.985198974609375,0.0,0.0,0.0,0.0,3.0912406122645324,16
0,3.1193413275837987,-0.09991992246092204,-0.021,-1.210006912486063,0.0,0.0,0.23394775390625,-1.3309268349469854,4.220665208798929e-07,0.0,0.0,0.0,0.0,0.984527587890625,0.0,0.0,0.0,0.0,1.7884140705702927,0
0,3.1180708558438135,-0.0971190952387199,-0.021749140683995624,-1.2053624177209685,0.0,0.0,0.22149658203125,-1.3242306536436839,4.2207308024042355e-07,0.0,0.0,0.0,0.0,0.98516845703125,0.0,0.0,0.0,0.0,1.793839780127049,0
0,2.644700337963916,-0.0963333457921247,-0.0343362454867597,-1.1751912236456792,0.0,0.0,0.223602294921875,-1.3058608149245634,4.2202919674574345e-07,0.0,0.0,0.0,0.0,0.985107421875,0.0,0.0,0.0,0.0,1.3388391010101552,0
0,3.985386952617208,-0.09906476163888511,-0.021,-1.1010049940193647,0.0,0.0,0.221099853515625,-1.2210697556582497,4.221172141939202e-07,0.0,0.0,0.0,0.0,0.9859619140625,0.0,0.0,0.0,0.0,2.7643167748417437,0
0,4.178344882134543,-0.0977283705113743,-0.021,-1.0664885869884617,0.0,0.0,0.19744873046875,-1.185216957499836,4.220774396603107e-07,0.0,0.0,0.0,0.0,0.98602294921875,0.0,0.0,0.0,0.0,2.9931275025572677,0
0,3.6200344644711833,-0.09636284127207057,-0.0210000000026584,-1.0949405676249313,0.0,0.0,0.20745849609375,-1.2123034088996605,4.2209146961391045e-07,0.0,0.0,0.0,0.0,0.984405517578125,0.0,0.0,0.0,0.0,2.4077306334800532,0
0,3.434909586264859,-0.09500765091578389,-0.021,-1.1757371630007314,0.0,0.0,0.213592529296875,-1.291744813916515,5.221651959743075e-07,0.0,0.0,0.0,0.0,0.983123779296875,0.0,0.0,0.0,0.0,2.1431642501831476,0
0,2.973735446729261,-0.09688532709831568,-0.021,-1.4116697638562783,0.0,0.0,0.2978515625,-1.529555090954594,4.2209476424368017e-07,0.0,0.0,0.0,0.0,0.98455810546875,0.0,0.0,0.0,0.0,1.444179933679903,0
0,3.189543547147726,-0.10272917319242172,-0.021,-1.157243654396031,0.0,0.0,0.2210693359375,-1.2809728275884527,4.2208100229833947e-07,0.0,0.0,0.0,0.0,0.985748291015625,0.0,0.0,0.0,0.0,1.908570297478271,0
0,3.292240707241178,-0.09856563081554667,-0.02100000000038519,-1.083161770291283,0.0,0.0,0.2000732421875,-1.2027274011072149,4.220643473024338e-07,0.0,0.0,0.0,0.0,0.9852294921875,0.0,0.0,0.0,0.0,2.0895128840696158,0
0,3.6785146418837664,-0.09526688964998435,-0.021,-0.9933214764186947,0.0,0.0,0.1817626953125,-1.109588366068679,4.2205864846626255e-07,0.0,0.0,0.0,0.0,0.985382080078125,0.0,0.0,0.0,0.0,2.568925853756439,0
0,3.8916855134291977,-0.09462619512085929,-0.021001168551372424,-1.1361890377009394,0.0,0.0,0.201568603515625,-1.251816401373171,4.2207707080417476e-07,0.0,0.0,0.0,0.0,0.984771728515625,0.0,0.0,0.0,0.0,2.639868689978955,0
0,3.3085790520045952,-0.09105018981874662,-0.021000004887572827,-1.0147741597487223,0.0,0.0,0.1805419921875,-1.1268243544550416,4.22096284886631e-07,0.0,0.0,0.0,0.0,0.98529052734375,0.0,0.0,0.0,0.0,2.1817542754532684,0
0,3.796988565679839,-0.09229677156924737,-0.021005984337581357,-1.1066469564064993,0.0,0.0,0.18243408203125,-1.219949712313328,4.220722640851497e-07,0.0,0.0,0.0,0.0,0.98529052734375,0.0,0.0,0.0,0.0,2.5770384312942474,0
0,3.199756231014667,-0.08934457720840136,-0.021000128911355505,-1.0005138609088045,0.0,0.0,0.1651611328125,-1.1108585670285613,4.220729082285523e-07,0.0,0.0,0.0,0.0,0.9849853515625,0.0,0.0,0.0,0.0,2.0888972419131977,0
0,3.73003158934296,-0.08547577333365475,-0.027008826461473186,-0.9646807528746453,0.0,0.0009765625,0.165313720703125,-1.0771653526697733,4.2205499348313314e-07,0.0,0.0,0.0,0.0,0.986175537109375,0.0,0.0,0.0,0.0,2.6528658146181936,0
0,3.7128793803151208,-0.08837932081878189,-0.025484669723813663,-0.9887164660303177,0.0,0.001312255859375,0.1561279296875,-1.102580456572913,5.145140932048413e-07,0.0,0.0,0.0,0.0,0.983123779296875,0.0,0.0,0.0,0.0,2.6102984092281143,16
0,4.078876876888757,-0.09007993221434957,-0.09077841558916094,-1.0475183355501616,0.0,0.0086669921875,0.161529541015625,-1.2283766833536718,4.296973970128417e-07,0.0,0.0,0.0,0.0,0.985565185546875,0.0,0.0,0.0,0.0,2.8504997638376883,0
0,4.537222808525202,-0.09242887509274397,-0.021001437200237054,-0.9912568696643917,0.0,0.0,0.157135009765625,-1.1046871819573725,4.2205806907830025e-07,0.0,0.0,0.0,0.0,0.9859619140625,0.0,0.0,0.0,0.0,3.43253520450976,0
0,3.687090070560618,-0.09244250764538495,-0.09291764090536465,-1.0548257042163378,0.0,0.013916015625,0.18328857421875,-1.2401858527670873,4.2209244413392143e-07,0.0,0.0,0.0,0.0,0.9862060546875,0.0,0.0,0.0,0.0,2.4469037957010866,0
0,3.4807216767527813,-0.09247394115279778,-0.12419121442110123,-1.0702169285255085,0.0,0.021881103515625,0.174468994140625,-1.2868820840994077,4.220665422939012e-07,0.0,0.0,0.0,0.0,0.98577880859375,0.0,0.0,0.0,0.0,2.1938391705868314,0
0,3.1966589184547254,-0.09026189594459721,-0.0992039749413655,-1.0336693127483552,0.0,0.015655517578125,0.17010498046875,-1.2231351836343176,4.2209021484982373e-07,0.0,0.0,0.0,0.0,0.98516845703125,0.0,0.0,0.0,0.0,1.973523312730193,0
0,4.198752015557877,-0.08828066754131149,-0.021364962927818705,-0.8474147846522195,0.0,0.0,0.1380615234375,-0.9570604151213495,4.2207725418617384e-07,0.0,0.0,0.0,0.0,0.98516845703125,0.0,0.0,0.0,0.0,3.2416911783592726,0
0,3.8546558394911545,-0.087551259901003,-0.02102535076025023,-0.8432213002972753,0.0,0.0,0.132965087890625,-0.9517979109585286,4.220537048858833e-07,0.0,0.0,0.0,0.0,0.985382080078125,0.0,0.0,0.0,0.0,2.9028575064789215,0
0,3.1757170229183824,-0.08649546058038313,-0.021000001578486225,-0.8613849549155683,0.0,0.0,0.147918701171875,-0.9688804170744375,4.2207110392802025e-07,0.0,0.0,0.0,0.0,0.98455810546875,0.0,0.0,0.0,0.0,2.2068361837728414,0
0,3.4158222132183473,-0.09137767855177764,-0.021,-1.147955149288911,0.0,0.0,0.2315673828125,-1.2603328278406887,4.22078626657292e-07,0.0,0.0,0.0,0.0,0.98504638671875,0.0,0.0,0.0,0.0,2.1554889632990317,0
0,3.5758210801128247,-0.09300119015345577,-0.021000000000001344,-0.9606899035945021,0.0,0.0,0.1593017578125,-1.0746910937479592,4.220511682746174e-07,0.0,0.0,0.0,0.0,0.98504638671875,0.0,0.0,0.0,0.0,2.5011295643136973,16
0,3.8666936220943104,-0.09415132119966363,-0.021,-0.9014623554601956,0.0,0.0,0.148712158203125,-1.0166136766598592,5.221130487531303e-07,0.0,0.0,0.0,0.0,0.982635498046875,0.0,0.0,0.0,0.0,2.850079423321403,0
0,3.787246293232162,-0.09212686275992951,-0.021,-0.8990164258985549,0.0,0.0,0.160980224609375,-1.0121432886584842,4.2203154406554406e-07,0.0,0.0,0.0,0.0,0.9859619140625,0.0,0.0,0.0,0.0,2.775102582542134,0
0,3.2257719958328908,-0.09614802806407108,-0.02100000000023057,-0.8761272949616671,0.0,0.0,0.14837646484375,-0.9932753230259688,4.220869015201302e-07,0.0,0.0,0.0,0.0,0.9864501953125,0.0,0.0,0.0,0.0,2.2324962507200206,0
0,3.25279972996234,-0.08983165624458239,-0.021,-0.8229520442029723,0.0,0.0,0.1356201171875,-0.9337837004475548,4.2207017077013353e-07,0.0,0.0,0.0,0.0,0.98583984375,0.0,0.0,0.0,0.0,2.3190156074446144,0
0,3.1117499075033628,-0.09137200326291592,-0.021,-0.779751668177859,0.0,0.0,0.12298583984375,-0.8921236714407749,4.220436611715549e-07,0.0,0.0,0.0,0.0,0.9852294921875,0.0,0.0,0.0,0.0,2.2196258140189267,0
0,3.5051794522544384,-0.09188135084083021,-0.021000020762700144,-0.8303167235803044,0.0,0.0,0.130096435546875,-0.9431980951838348,4.220637188037036e-07,0.0,0.0,0.0,0.0,0.98529052734375,0.0,0.0,0.0,0.0,2.561980935006885,0
0,3.1351580998900372,-0.09318930711052807,-0.03554460784574817,-0.7716442162555601,0.0,0.00372314453125,0.1190185546875,-0.9003781312118364,4.2202471870816076e-07,0.0,0.0,0.0,0.0,0.984405517578125,0.0,0.0,0.0,0.0,2.234779546653482,0
0,4.096350004378484,-0.09057024799694909,-0.021000000827176,-0.7109259067892604,0.0,0.0,0.116912841796875,-0.8224961556133854,4.2203924164710425e-07,0.0,0.0,0.0,0.0,0.985748291015625,0.0,0.0,0.0,0.0,3.273853426725857,0
0,2.870968982098474,-0.09114371720298681,-0.021,-0.7408066170151575,0.0,0.0,0.118988037109375,-0.8529503342181441,4.220899693458664e-07,0.0,0.0,0.0,0.0,0.985504150390625,0.0,0.0,0.0,0.0,2.0180182257903603,0
0,3.548654257880803,-0.09351053140336071,-0.021000000000011926,-0.9024622856418731,0.0,0.0,0.145111083984375,-1.0169728170452457,4.2206655401437914e-07,0.0,0.0,0.0,0.0,0.984893798828125,0.0,0.0,0.0,0.0,2.531681018769003,0
0,4.029229425160243,-0.08926619006928938,-0.021,-0.8364889307247618,0.0,0.0,0.12396240234375,-0.9467551207940512,5.220853748075276e-07,0.0,0.0,0.0,0.0,0.98358154296875,0.0,0.0,0.0,0.0,3.0824737822808164,0
0,3.1724876868202703,-0.09784793035128034,-0.02100000000239849,-0.7576529951580454,0.0,0.0,0.12158203125,-0.8765009255117242,4.2200271602126614e-07,0.0,0.0,0.0,0.0,0.98486328125,0.0,0.0,0.0,0.0,2.29598633930583,0
0,3.9462834986489095,-0.09748208255230253,-0.021,-0.804042605674534,0.0,0.0,0.13604736328125,-0.9225246882268364,4.220716336978034e-07,0.0,0.0,0.0,0.0,0.985748291015625,0.0,0.0,0.0,0.0,3.0237583883504393,0
0,4.549392429631918,-0.09373083898433662,-0.021,-0.656204846544256,0.0,0.0,0.105560302734375,-0.7709356855285927,4.2205581957411987e-07,0.0,0.0,0.0,0.0,0.985076904296875,0.0,0.0,0.0,0.0,3.778456322047506,16
0,3.4267107070011624,-0.09075492807551241,-0.021,-0.7134421696404294,0.0,0.0,0.1124267578125,-0.8251970977159419,4.2206681760747584e-07,0.0,0.0,0.0,0.0,0.985076904296875,0.0,0.0,0.0,0.0,2.6015131872184023,0
0,3.6439814002104742,-0.09242810205746438,-0.021000000041783637,-0.7985248977164909,0.0,0.0,0.1239013671875,-0.911952999815739,4.220851096233453e-07,0.0,0.0,0.0,0.0,0.985931396484375,0.0,0.0,0.0,0.0,2.7320279783096253,0
0,3.699627161298963,-0.09097776979259364,-0.021,-0.8682160599574291,0.0,0.0,0.156646728515625,-0.9801938297500226,4.2206514921616217e-07,0.0,0.0,0.0,0.0,0.985198974609375,0.0,0.0,0.0,0.0,2.7194329094837912,0
0,4.0080290435567605,-0.09129936892167184,-0.021,-0.6825480782901484,0.0,0.0,0.10955810546875,-0.7948474472118203,4.221053744751331e-07,0.0,0.0,0.0,0.0,0.98583984375,0.0,0.0,0.0,0.0,3.2131811742395655,16
0,3.6385249941062745,-0.09039165625964075,-0.021000000006841008,-0.6902487339661194,0.0,0.0,0.112030029296875,-0.8016403902326011,4.220668386780722e-07,0.0,0.0,0.0,0.0,0.98614501953125,0.0,0.0,0.0,0.0,2.836884181806835,0
0,4.220142665729729,-0.08950786495310084,-0.021000357828622623,-0.6993010552922124,0.0,0.0,0.104400634765625,-0.8098092780739359,4.220924917212522e-07,0.0,0.0,0.0,0.0,0.9853515625,0.0,0.0,0.0,0.0,3.4103329655633012,0
0,3.4215087232470283,-0.09139921707285968,-0.02100000901784763,-0.68594873132569,0.0,0.0,0.112060546875,-0.7983479574163972,4.22155592923819e-07,0.0,0.0,0.0,0.0,0.985809326171875,0.0,0.0,0.0,0.0,2.623160343675038,16
0,4.5344715078633895,-0.09319362281567135,-0.02100021826258404,-0.7155959379484431,0.0,0.0,0.113525390625,-0.8297897790266984,5.221773374082464e-07,0.0,0.0,0.0,0.0,0.983001708984375,0.0,0.0,0.0,0.0,3.7046812066593544,0
0,4.264814321235291,-0.0917865430381924,-0.021,-0.7390114486341268,0.0,0.0,0.113067626953125,-0.8517979916723192,4.220123527306483e-07,0.0,0.0,0.0,0.0,0.985992431640625,0.0,0.0,0.0,0.0,3.4130159075506183,16
0,3.213306734335243,-0.09823347931945631,-0.021,-0.6989769247562525,0.0,0.0,0.123016357421875,-0.818210404075709,4.2208837707091337e-07,0.0,0.0,0.0,0.0,0.9852294921875,0.0,0.0,0.0,0.0,2.3950959081711565,0
